Date,Crop_Type,Actual_Crop_Yield,Predicted_Crop_Yield,Actual_Soil_Quality,Predicted_Soil_Quality
2014-02-12,Barley,21.424740546839857,,22.5,
2014-02-13,Barley,0.0,,60.0,
2014-02-14,Barley,0.0,,22.5,
2014-02-15,Barley,30.820504302838337,,22.5,
2014-02-16,Barley,7.95893732254785,,60.0,
2014-02-17,Barley,0.0,,22.5,
2014-02-18,Barley,19.680191372531112,,35.0,
2014-02-19,Barley,21.777681537621625,,43.75,
2014-02-20,Barley,71.57771284826134,,43.75,
2014-02-21,Barley,19.593674732178712,,22.5,
2014-02-22,Barley,36.54956880372679,,60.0,
2014-02-23,Barley,63.2312042326344,,35.0,
2014-02-24,Barley,6.530724762072396,,60.0,
2014-02-25,Barley,30.41444495125545,,43.75,
2014-02-26,Barley,55.257474229962526,,35.0,
2014-02-27,Barley,71.51352589128336,,43.75,
2014-02-28,Barley,41.5106082935289,,13.75,
2014-03-01,Barley,0.0,,43.75,
2014-03-02,Barley,41.486907953966096,,13.75,
2014-03-03,Barley,78.69917705543722,,60.0,
2014-03-04,Barley,60.557159072599404,,22.5,
2014-03-05,Barley,0.0,,13.75,
2014-03-06,Barley,20.762542502369715,,35.0,
2014-03-07,Barley,37.87803255265976,,13.75,
2014-03-08,Barley,84.6342171956925,,60.0,
2014-03-09,Barley,41.35177212721632,,13.75,
2014-03-10,Barley,55.96935202409131,,60.0,
2014-03-11,Barley,17.378815394902226,,13.75,
2014-03-12,Barley,56.78946743763278,,60.0,
2014-03-13,Barley,5.057913773020665,,13.75,
2014-03-14,Barley,0.0,,35.0,
2014-03-15,Barley,3.889183591637984,,35.0,
2014-03-16,Barley,9.398086425866126,,13.75,
2014-03-17,Barley,42.76356294589035,,60.0,
2014-03-18,Barley,55.64145409666301,,35.0,
2014-03-19,Barley,41.60850804592848,,22.5,
2014-03-20,Barley,52.52643927084834,,60.0,
2014-03-21,Barley,18.495863654381843,,13.75,
2014-03-22,Barley,69.26588496911974,,60.0,
2014-03-23,Barley,36.76621202364504,,22.5,
2014-03-24,Barley,19.451876908135542,,43.75,
2014-03-25,Barley,41.57119750527216,,13.75,
2014-03-26,Barley,26.553362475859974,,35.0,
2014-03-27,Barley,5.293072610565648,,60.0,
2014-03-28,Barley,15.050454343679773,,22.5,
2014-03-29,Barley,58.41915006594195,,60.0,
2014-03-30,Barley,50.13971079722767,,35.0,
2014-03-31,Barley,0.0,,13.75,
2014-04-01,Barley,51.94868456003333,,13.75,
2014-04-02,Barley,56.53833895984091,,13.75,
2014-04-03,Barley,21.91954616097821,,22.5,
2014-04-04,Barley,0.0,,22.5,
2014-04-05,Barley,0.0,,60.0,
2014-04-06,Barley,36.53029965640531,,35.0,
2014-04-07,Barley,43.55900664421233,,60.0,
2014-04-08,Barley,49.22860800989879,,22.5,
2014-04-09,Barley,4.462813203782769,,35.0,
2014-04-10,Barley,39.24299125379834,,13.75,
2014-04-11,Barley,41.22814225745686,,60.0,
2014-04-12,Barley,0.0,,60.0,
2014-04-13,Barley,0.0,,43.75,
2014-04-14,Barley,24.233873411587133,,22.5,
2014-04-15,Barley,39.7196448928731,,60.0,
2014-04-16,Barley,47.681194159841006,,43.75,
2014-04-17,Barley,43.03589967887586,,13.75,
2014-04-18,Barley,51.31770255211851,,60.0,
2014-04-19,Barley,56.250104342815575,,60.0,
2014-04-20,Barley,0.0,,43.75,
2014-04-21,Barley,54.52427137495353,,35.0,
2014-04-22,Barley,17.418396781647097,,43.75,
2014-04-23,Barley,25.480967728150343,,22.5,
2014-04-24,Barley,82.60372109554699,,60.0,
2014-04-25,Barley,40.221830703813445,,22.5,
2014-04-26,Barley,20.83950487667692,,60.0,
2014-04-27,Barley,59.17874812083748,,43.75,
2014-04-28,Barley,26.158319329869716,,43.75,
2014-04-29,Barley,29.304307310569,,22.5,
2014-04-30,Barley,4.922939582376774,,22.5,
2014-05-01,Barley,21.25347050382524,,13.75,
2014-05-02,Barley,57.420824345724185,,60.0,
2014-05-03,Barley,39.86568772067616,,22.5,
2014-05-04,Barley,47.97186908204126,,60.0,
2014-05-05,Barley,45.58400794191515,,60.0,
2014-05-06,Barley,26.09244880801768,,13.75,
2014-05-07,Barley,5.366918763344948,,43.75,
2014-05-08,Barley,29.574276416937487,,43.75,
2014-05-09,Barley,80.5723487869848,,60.0,
2014-05-10,Barley,27.514288010181257,,22.5,
2014-05-11,Barley,66.74724903277837,,43.75,
2014-05-12,Barley,26.61048089195469,,13.75,
2014-05-13,Barley,30.91644960073587,,13.75,
2014-05-14,Barley,0.0,,60.0,
2014-05-15,Barley,23.01003023821014,,43.75,
2014-05-16,Barley,71.31014059081205,,43.75,
2014-05-17,Barley,8.247013690972938,,13.75,
2014-05-18,Barley,48.52695003569434,,43.75,
2014-05-19,Barley,0.0,,35.0,
2014-05-20,Barley,42.40621520287049,,35.0,
2014-05-21,Barley,0.0,,22.5,
2014-05-22,Barley,21.268267009006337,,43.75,
2014-05-23,Barley,36.18234981718855,,35.0,
2014-05-24,Barley,0.0,,13.75,
2014-05-25,Barley,1.6286800923215026,,43.75,
2014-05-26,Barley,50.44986567252717,,13.75,
2014-05-27,Barley,34.52194947197482,,13.75,
2014-05-28,Barley,22.76730499965866,,60.0,
2014-05-29,Barley,0.0,,43.75,
2014-05-30,Barley,68.25294497864505,,43.75,
2014-05-31,Barley,0.0,,22.5,
2014-06-01,Barley,0.0,,60.0,
2014-06-02,Barley,0.0,,35.0,
2014-06-03,Barley,0.0,,35.0,
2014-06-04,Barley,0.0,,22.5,
2014-06-05,Barley,0.0,,22.5,
2014-06-06,Barley,0.0,,22.5,
2014-06-07,Barley,15.797993388142306,,35.0,
2014-06-08,Barley,2.5164415354622527,,22.5,
2014-06-09,Barley,0.0,,22.5,
2014-06-10,Barley,0.0,,13.75,
2014-06-11,Barley,0.0,,35.0,
2014-06-12,Barley,0.0,,13.75,
2014-06-13,Barley,0.0,,13.75,
2014-06-14,Barley,0.0,,60.0,
2014-06-15,Barley,2.5986417607003816,,22.5,
2014-06-16,Barley,0.0,,60.0,
2014-06-17,Barley,0.0,,60.0,
2014-06-18,Barley,0.0,,60.0,
2014-06-19,Barley,0.0,,43.75,
2014-06-20,Barley,0.0,,43.75,
2014-06-21,Barley,0.0,,35.0,
2014-06-22,Barley,0.0,,22.5,
2014-06-23,Barley,0.0,,60.0,
2014-06-24,Barley,0.0,,60.0,
2014-06-25,Barley,0.0,,43.75,
2014-06-26,Barley,0.0,,13.75,
2014-06-27,Barley,0.0,,35.0,
2014-06-28,Barley,0.0,,13.75,
2014-06-29,Barley,0.0,,13.75,
2014-06-30,Barley,0.0,,13.75,
2014-07-01,Barley,0.0,,13.75,
2014-07-02,Barley,0.0,,60.0,
2014-07-03,Barley,0.0,,13.75,
2014-07-04,Barley,0.0,,43.75,
2014-07-05,Barley,0.0,,60.0,
2014-07-06,Barley,0.0,,43.75,
2014-07-07,Barley,0.0,,22.5,
2014-07-08,Barley,41.6420106019227,,35.0,
2014-07-09,Barley,0.0,,60.0,
2014-07-10,Barley,11.019602072641806,,43.75,
2014-07-11,Barley,0.0,,13.75,
2014-07-12,Barley,9.10663464107559,,22.5,
2014-07-13,Barley,0.0,,13.75,
2014-07-14,Barley,0.0,,22.5,
2014-07-15,Barley,0.0,,43.75,
2014-07-16,Barley,0.0,,43.75,
2014-07-17,Barley,0.0,,60.0,
2014-07-18,Barley,0.0,,43.75,
2014-07-19,Barley,0.0,,60.0,
2014-07-20,Barley,0.0,,13.75,
2014-07-21,Barley,0.0,,35.0,
2014-07-22,Barley,0.0,,35.0,
2014-07-23,Barley,0.0,,43.75,
2014-07-24,Barley,0.0,,60.0,
2014-07-25,Barley,0.0,,13.75,
2014-07-26,Barley,22.08320155107572,,60.0,
2014-07-27,Barley,0.0,,35.0,
2014-07-28,Barley,0.0,,22.5,
2014-07-29,Barley,0.0,,13.75,
2014-07-30,Barley,0.0,,43.75,
2014-07-31,Barley,0.0,,22.5,
2014-08-01,Barley,0.0,,22.5,
2014-08-02,Barley,0.0,,60.0,
2014-08-03,Barley,0.0,,43.75,
2014-08-04,Barley,0.0,,22.5,
2014-08-05,Barley,0.0,,60.0,
2014-08-06,Barley,0.0,,35.0,
2014-08-07,Barley,0.0,,35.0,
2014-08-08,Barley,0.0,,22.5,
2014-08-09,Barley,0.0,,35.0,
2014-08-10,Barley,0.0,,43.75,
2014-08-11,Barley,0.0,,60.0,
2014-08-12,Barley,0.0,,35.0,
2014-08-13,Barley,0.0,,60.0,
2014-08-14,Barley,0.0,,22.5,
2014-08-15,Barley,0.0,,13.75,
2014-08-16,Barley,0.0,,60.0,
2014-08-17,Barley,0.0,,35.0,
2014-08-18,Barley,0.0,,60.0,
2014-08-19,Barley,0.0,,13.75,
2014-08-20,Barley,0.0,,22.5,
2014-08-21,Barley,0.0,,35.0,
2014-08-22,Barley,0.0,,22.5,
2014-08-23,Barley,0.0,,22.5,
2014-08-24,Barley,0.0,,35.0,
2014-08-25,Barley,0.0,,22.5,
2014-08-26,Barley,0.0,,43.75,
2014-08-27,Barley,0.0,,22.5,
2014-08-28,Barley,0.0,,60.0,
2014-08-29,Barley,0.0,,60.0,
2014-08-30,Barley,0.0,,60.0,
2014-08-31,Barley,0.0,,60.0,
2014-09-01,Barley,62.59980537265491,,13.75,
2014-09-02,Barley,61.296509821668565,,43.75,
2014-09-03,Barley,0.0,,13.75,
2014-09-04,Barley,53.62192638869483,,13.75,
2014-09-05,Barley,47.02560408535618,,35.0,
2014-09-06,Barley,13.420234630687117,,60.0,
2014-09-07,Barley,69.47317376714471,,43.75,
2014-09-08,Barley,33.00368788867739,,22.5,
2014-09-09,Barley,47.897522972863015,,35.0,
2014-09-10,Barley,62.92728517467607,,43.75,
2014-09-11,Barley,50.445380756443626,,43.75,
2014-09-12,Barley,45.0165385098876,,13.75,
2014-09-13,Barley,29.56511770781957,,35.0,
2014-09-14,Barley,15.892508182993362,,13.75,
2014-09-15,Barley,36.52600817066918,,60.0,
2014-09-16,Barley,33.592723786371,,13.75,
2014-09-17,Barley,31.64925233039104,,22.5,
2014-09-18,Barley,62.87793596536821,,43.75,
2014-09-19,Barley,20.587798991897678,,35.0,
2014-09-20,Barley,29.18784539604262,,13.75,
2014-09-21,Barley,30.502264905736148,,43.75,
2014-09-22,Barley,21.89033022443313,,35.0,
2014-09-23,Barley,47.92069672732975,,35.0,
2014-09-24,Barley,75.59131742608474,,60.0,
2014-09-25,Barley,35.46313130916935,,60.0,
2014-09-26,Barley,12.777933158371985,,22.5,
2014-09-27,Barley,12.274245864966327,,43.75,
2014-09-28,Barley,25.228572128968946,,35.0,
2014-09-29,Barley,56.96779863419638,,13.75,
2014-09-30,Barley,50.485492546893,,60.0,
2014-10-01,Barley,19.822301259455298,,35.0,
2014-10-02,Barley,44.61565939916179,,13.75,
2014-10-03,Barley,56.46568083100091,,43.75,
2014-10-04,Barley,0.0,,22.5,
2014-10-05,Barley,7.133110472785599,,43.75,
2014-10-06,Barley,38.30264097787768,,22.5,
2014-10-07,Barley,27.91222005589021,,22.5,
2014-10-08,Barley,40.76104470312329,,22.5,
2014-10-09,Barley,16.211126770601567,,35.0,
2014-10-10,Barley,34.83619566798404,,22.5,
2014-10-11,Barley,0.0,,22.5,
2014-10-12,Barley,46.68360579227456,,22.5,
2014-10-13,Barley,37.32997330961299,,13.75,
2014-10-14,Barley,47.23279974850283,,35.0,
2014-10-15,Barley,33.95383547671626,,60.0,
2014-10-16,Barley,56.66204901414274,,43.75,
2014-10-17,Barley,17.123567189875473,,22.5,
2014-10-18,Barley,102.81027929146948,,60.0,
2014-10-19,Barley,31.443274124563857,,35.0,
2014-10-20,Barley,45.733920937528666,,22.5,
2014-10-21,Barley,16.37536308114854,,22.5,
2014-10-22,Barley,36.21455535401553,,35.0,
2014-10-23,Barley,36.15758749666278,,60.0,
2014-10-24,Barley,26.699280760572588,,35.0,
2014-10-25,Barley,34.035548963376726,,22.5,
2014-10-26,Barley,22.81451024435143,,22.5,
2014-10-27,Barley,37.66597001995653,,22.5,
2014-10-28,Barley,40.59782720730686,,43.75,
2014-10-29,Barley,82.46865401794591,,60.0,
2014-10-30,Barley,31.132805061835278,,43.75,
2014-10-31,Barley,55.84271210785648,,13.75,
2014-11-01,Barley,21.349047182813543,,35.0,
2014-11-02,Barley,19.6226948234912,,13.75,
2014-11-03,Barley,48.59333958423871,,35.0,
2014-11-04,Barley,0.0,,35.0,
2014-11-05,Barley,47.55914243089993,,22.5,
2014-11-06,Barley,87.77155776055322,,60.0,
2014-11-07,Barley,29.944497011082376,,43.75,
2014-11-08,Barley,58.16344965821492,,22.5,
2014-11-09,Barley,11.082201971385524,,43.75,
2014-11-10,Barley,49.037618327692506,,43.75,
2014-11-11,Barley,43.19296520151044,,35.0,
2014-11-12,Barley,86.88001611657764,,60.0,
2014-11-13,Barley,17.741209891400775,,60.0,
2014-11-14,Barley,54.024158677992645,,35.0,
2014-11-15,Barley,18.205952621646823,,13.75,
2014-11-16,Barley,56.23707326825443,,22.5,
2014-11-17,Barley,49.0681168699309,,22.5,
2014-11-18,Barley,41.97957816143421,,35.0,
2014-11-19,Barley,26.454003658879536,,43.75,
2014-11-20,Barley,7.645750066522428,,35.0,
2014-11-21,Barley,46.40861625015125,,35.0,
2014-11-22,Barley,19.693672312354856,,35.0,
2014-11-23,Barley,30.321195731459387,,43.75,
2014-11-24,Barley,49.45438453670451,,60.0,
2014-11-25,Barley,47.84861600556668,,13.75,
2014-11-26,Barley,9.69087694756897,,13.75,
2014-11-27,Barley,0.0,,13.75,
2014-11-28,Barley,58.41880595776318,,43.75,
2014-11-29,Barley,29.97326741053543,,35.0,
2014-11-30,Barley,56.16373070577106,,60.0,
2014-12-01,Barley,15.611734166208912,,22.5,
2014-12-02,Barley,13.169745355548846,,22.5,
2014-12-03,Barley,6.694271838626488,,22.5,
2014-12-04,Barley,0.0,,22.5,
2014-12-05,Barley,0.0,,43.75,
2014-12-06,Barley,28.569168467205124,,22.5,
2014-12-07,Barley,22.410753240473188,,35.0,
2014-12-08,Barley,0.0,,35.0,
2014-12-09,Barley,40.96823441949611,,60.0,
2014-12-10,Barley,7.820560345430152,,35.0,
2014-12-11,Barley,27.681508354715085,,35.0,
2014-12-12,Barley,25.90816909139096,,35.0,
2014-12-13,Barley,25.050024035462844,,22.5,
2014-12-14,Barley,42.90911820360665,,22.5,
2014-12-15,Barley,35.76589944700693,,60.0,
2014-12-16,Barley,0.0,,22.5,
2014-12-17,Barley,0.0,,13.75,
2014-12-18,Barley,0.0,,35.0,
2014-12-19,Barley,49.097473473335086,,60.0,
2014-12-20,Barley,18.77910051559392,,22.5,
2014-12-21,Barley,25.275868693944943,,60.0,
2014-12-22,Barley,35.30360674778157,,60.0,
2014-12-23,Barley,29.495105056541657,,22.5,
2014-12-24,Barley,15.392093760883425,,60.0,
2014-12-25,Barley,41.58789864964855,,35.0,
2014-12-26,Barley,38.56221856413581,,22.5,
2014-12-27,Barley,48.83219364267509,,60.0,
2014-12-28,Barley,39.69368478479193,,22.5,
2014-12-29,Barley,9.952241070097276,,13.75,
2014-12-30,Barley,38.43902000906738,,22.5,
2014-12-31,Barley,26.263881824870968,,22.5,
2015-01-01,Barley,3.400556658430375,,35.0,
2015-01-02,Barley,75.9226997977007,,60.0,
2015-01-03,Barley,33.328158576617206,,22.5,
2015-01-04,Barley,17.30119865611297,,22.5,
2015-01-05,Barley,4.311673701500183,,35.0,
2015-01-06,Barley,56.49564667086637,,22.5,
2015-01-07,Barley,0.0,,60.0,
2015-01-08,Barley,1.6642729731068613,,43.75,
2015-01-09,Barley,9.921657291436876,,13.75,
2015-01-10,Barley,0.0,,60.0,
2015-01-11,Barley,2.257604444378618,,22.5,
2015-01-12,Barley,42.048620471866265,,13.75,
2015-01-13,Barley,22.3544832035331,,60.0,
2015-01-14,Barley,43.05090358255647,,22.5,
2015-01-15,Barley,44.53799205239986,,60.0,
2015-01-16,Barley,30.709494484535526,,43.75,
2015-01-17,Barley,68.3949299257427,,60.0,
2015-01-18,Barley,1.1396633734404382,,22.5,
2015-01-19,Barley,9.223715475024584,,43.75,
2015-01-20,Barley,36.07755546417969,,22.5,
2015-01-21,Barley,1.8134196605011041,,13.75,
2015-01-22,Barley,24.663557614244898,,60.0,
2015-01-23,Barley,35.35747307124521,,43.75,
2015-01-24,Barley,54.03891413660182,,22.5,
2015-01-25,Barley,37.64763368520045,,13.75,
2015-01-26,Barley,85.64774028792858,,60.0,
2015-01-27,Barley,25.167569163145743,,13.75,
2015-01-28,Barley,0.0,,35.0,
2015-01-29,Barley,18.076724717272285,,35.0,
2015-01-30,Barley,10.421962755542896,,22.5,
2015-01-31,Barley,13.226446849459125,,60.0,
2015-02-01,Barley,45.23540912213812,,13.75,
2015-02-02,Barley,47.94655392912789,,35.0,
2015-02-03,Barley,15.509541853958721,,22.5,
2015-02-04,Barley,39.705437068646326,,22.5,
2015-02-05,Barley,32.701715062290404,,43.75,
2015-02-06,Barley,51.84480153854044,,22.5,
2015-02-07,Barley,0.0,,60.0,
2015-02-08,Barley,77.88507531797049,,60.0,
2015-02-09,Barley,0.0,,35.0,
2015-02-10,Barley,0.0,,13.75,
2015-02-11,Barley,33.5818325436376,,60.0,
2015-02-12,Barley,50.18391759564207,,22.5,
2015-02-13,Barley,0.0,,13.75,
2015-02-14,Barley,10.087585566369938,,43.75,
2015-02-15,Barley,62.56511514435955,,13.75,
2015-02-16,Barley,46.41491301145593,,35.0,
2015-02-17,Barley,13.368071294072726,,13.75,
2015-02-18,Barley,65.56406891791435,,43.75,
2015-02-19,Barley,29.574003133595745,,35.0,
2015-02-20,Barley,43.315425335453135,,22.5,
2015-02-21,Barley,0.0,,13.75,
2015-02-22,Barley,37.43271676892959,,43.75,
2015-02-23,Barley,23.680092672907367,,60.0,
2015-02-24,Barley,43.53857090718907,,13.75,
2015-02-25,Barley,33.607152848401306,,43.75,
2015-02-26,Barley,24.79022968266435,,43.75,
2015-02-27,Barley,21.612378611118437,,60.0,
2015-02-28,Barley,46.31063246400504,,22.5,
2015-03-01,Barley,38.898491962334425,,35.0,
2015-03-02,Barley,47.89608369317616,,35.0,
2015-03-03,Barley,47.25271271164475,,22.5,
2015-03-04,Barley,49.917610901442806,,35.0,
2015-03-05,Barley,14.01847397698619,,35.0,
2015-03-06,Barley,65.03192507280103,,43.75,
2015-03-07,Barley,38.15052710530472,,43.75,
2015-03-08,Barley,2.503077102279434,,60.0,
2015-03-09,Barley,54.67454263728138,,35.0,
2015-03-10,Barley,15.031797796593766,,22.5,
2015-03-11,Barley,2.3961392179692957,,43.75,
2015-03-12,Barley,44.66192465041362,,13.75,
2015-03-13,Barley,31.673723715341325,,35.0,
2015-03-14,Barley,23.31721694409057,,13.75,
2015-03-15,Barley,27.39239372500967,,13.75,
2015-03-16,Barley,8.402784198009549,,13.75,
2015-03-17,Barley,12.146180085227666,,22.5,
2015-03-18,Barley,29.907528813843516,,60.0,
2015-03-19,Barley,55.10995186257533,,35.0,
2015-03-20,Barley,50.81411317957304,,22.5,
2015-03-21,Barley,52.393406528729386,,35.0,
2015-03-22,Barley,36.710341964395525,,13.75,
2015-03-23,Barley,42.37334489877779,,35.0,
2015-03-24,Barley,43.38126292109507,,35.0,
2015-03-25,Barley,17.327375904217025,,35.0,
2015-03-26,Barley,16.68768808234529,,35.0,
2015-03-27,Barley,0.0,,43.75,
2015-03-28,Barley,1.1437060824279435,,22.5,
2015-03-29,Barley,5.942273058238591,,60.0,
2015-03-30,Barley,0.0,,13.75,
2015-03-31,Barley,22.97172135679659,,60.0,
2015-04-01,Barley,24.35043343131908,,35.0,
2015-04-02,Barley,55.203060160951495,,43.75,
2015-04-03,Barley,50.390072667055065,,43.75,
2015-04-04,Barley,45.03048978470793,,13.75,
2015-04-05,Barley,57.153336014900205,,22.5,
2015-04-06,Barley,20.35576014890941,,60.0,
2015-04-07,Barley,49.02280694776435,,43.75,
2015-04-08,Barley,31.035426326720817,,43.75,
2015-04-09,Barley,86.08828370470442,,60.0,
2015-04-10,Barley,31.981836211202932,,43.75,
2015-04-11,Barley,63.80974127718889,,60.0,
2015-04-12,Barley,44.25800163445672,,13.75,
2015-04-13,Barley,0.0,,35.0,
2015-04-14,Barley,50.88885972541077,,22.5,
2015-04-15,Barley,32.81758961055351,,13.75,
2015-04-16,Barley,46.426922669420776,,35.0,
2015-04-17,Barley,0.0,,22.5,
2015-04-18,Barley,6.686581496139322,,13.75,
2015-04-19,Barley,3.039793126902051,,13.75,
2015-04-20,Barley,41.71867287622003,,35.0,
2015-04-21,Barley,42.38218710545465,,35.0,
2015-04-22,Barley,27.33832835348176,,35.0,
2015-04-23,Barley,33.03872482280747,,35.0,
2015-04-24,Barley,10.995871676684708,,60.0,
2015-04-25,Barley,51.71542903295322,,13.75,
2015-04-26,Barley,28.346302897124907,,13.75,
2015-04-27,Barley,16.07922460941239,,22.5,
2015-04-28,Barley,52.338503938619596,,60.0,
2015-04-29,Barley,49.422576620556384,,13.75,
2015-04-30,Barley,0.0,,43.75,
2015-05-01,Barley,65.2614188914822,,60.0,
2015-05-02,Barley,57.849870932299126,,60.0,
2015-05-03,Barley,2.733067512287839,,22.5,
2015-05-04,Barley,36.722905231122944,,60.0,
2015-05-05,Barley,46.290551526652905,,13.75,
2015-05-06,Barley,13.88564246103754,,43.75,
2015-05-07,Barley,0.93390305153601,,13.75,
2015-05-08,Barley,50.75591247185362,,22.5,
2015-05-09,Barley,43.289290010933904,,13.75,
2015-05-10,Barley,53.37981774488492,,43.75,
2015-05-11,Barley,19.307349953053272,,60.0,
2015-05-12,Barley,13.404388651725972,,13.75,
2015-05-13,Barley,41.62533109094623,,22.5,
2015-05-14,Barley,22.48218290967076,,43.75,
2015-05-15,Barley,7.745498807556885,,22.5,
2015-05-16,Barley,0.0,,60.0,
2015-05-17,Barley,6.610541577911263,,43.75,
2015-05-18,Barley,49.63852440589782,,60.0,
2015-05-19,Barley,20.12199440081676,,43.75,
2015-05-20,Barley,55.29552451298128,,13.75,
2015-05-21,Barley,41.76795147950217,,22.5,
2015-05-22,Barley,32.869005671322725,,43.75,
2015-05-23,Barley,12.71291179073162,,13.75,
2015-05-24,Barley,48.18926256548728,,22.5,
2015-05-25,Barley,5.155658268822876,,35.0,
2015-05-26,Barley,0.0,,35.0,
2015-05-27,Barley,28.298271860408672,,13.75,
2015-05-28,Barley,47.674371069265945,,43.75,
2015-05-29,Barley,45.71664615729942,,22.5,
2015-05-30,Barley,30.131815332539386,,43.75,
2015-05-31,Barley,0.0,,35.0,
2015-06-01,Barley,0.0,,22.5,
2015-06-02,Barley,0.0,,22.5,
2015-06-03,Barley,0.0,,35.0,
2015-06-04,Barley,4.229042733900901,,22.5,
2015-06-05,Barley,0.0,,60.0,
2015-06-06,Barley,0.0,,43.75,
2015-06-07,Barley,0.0,,13.75,
2015-06-08,Barley,0.0,,60.0,
2015-06-09,Barley,0.0,,43.75,
2015-06-10,Barley,0.0,,60.0,
2015-06-11,Barley,0.0,,13.75,
2015-06-12,Barley,0.0,,22.5,
2015-06-13,Barley,0.0,,60.0,
2015-06-14,Barley,0.0,,43.75,
2015-06-15,Barley,0.0,,22.5,
2015-06-16,Barley,0.0,,13.75,
2015-06-17,Barley,0.0,,35.0,
2015-06-18,Barley,0.0,,13.75,
2015-06-19,Barley,38.96671103893309,,13.75,
2015-06-20,Barley,0.0,,43.75,
2015-06-21,Barley,0.0,,43.75,
2015-06-22,Barley,0.0,,60.0,
2015-06-23,Barley,0.0,,60.0,
2015-06-24,Barley,59.474322636325525,,35.0,
2015-06-25,Barley,0.0,,60.0,
2015-06-26,Barley,0.0,,35.0,
2015-06-27,Barley,10.483259046192114,,60.0,
2015-06-28,Barley,0.0,,35.0,
2015-06-29,Barley,13.29444279220673,,60.0,
2015-06-30,Barley,0.0,,43.75,
2015-07-01,Barley,0.0,,22.5,
2015-07-02,Barley,0.0,,13.75,
2015-07-03,Barley,0.0,,43.75,
2015-07-04,Barley,8.859076599027542,,35.0,
2015-07-05,Barley,0.0,,13.75,
2015-07-06,Barley,17.338101757826724,,43.75,
2015-07-07,Barley,0.0,,35.0,
2015-07-08,Barley,0.0,,35.0,
2015-07-09,Barley,0.0,,13.75,
2015-07-10,Barley,2.221733421228709,,13.75,
2015-07-11,Barley,23.577309942261788,,43.75,
2015-07-12,Barley,0.0,,60.0,
2015-07-13,Barley,0.0,,60.0,
2015-07-14,Barley,0.0,,35.0,
2015-07-15,Barley,0.0,,13.75,
2015-07-16,Barley,0.0,,60.0,
2015-07-17,Barley,0.0,,43.75,
2015-07-18,Barley,0.0,,35.0,
2015-07-19,Barley,0.0,,13.75,
2015-07-20,Barley,0.0,,43.75,
2015-07-21,Barley,0.0,,43.75,
2015-07-22,Barley,0.0,,60.0,
2015-07-23,Barley,5.418958083400536,,43.75,
2015-07-24,Barley,0.0,,13.75,
2015-07-25,Barley,0.0,,35.0,
2015-07-26,Barley,0.0,,35.0,
2015-07-27,Barley,0.0,,13.75,
2015-07-28,Barley,0.0,,35.0,
2015-07-29,Barley,0.0,,35.0,
2015-07-30,Barley,15.143147458309686,,13.75,
2015-07-31,Barley,0.0,,43.75,
2015-08-01,Barley,0.0,,13.75,
2015-08-02,Barley,0.0,,22.5,
2015-08-03,Barley,0.0,,35.0,
2015-08-04,Barley,30.887642722578168,,22.5,
2015-08-05,Barley,0.0,,60.0,
2015-08-06,Barley,0.0,,22.5,
2015-08-07,Barley,0.0,,60.0,
2015-08-08,Barley,21.588486930000546,,60.0,
